Air_Quality_Index,Water_Quality_Index,CO2_Growth_Rate,Green_Areas,Renewable_Energy_Usage,Temperature,waste_water_treatment,solid_waste_treatment,Environmental_Health_Score
48,96,-8,62,74,34,94,90,95
123,88,7,21,29,4,89,48,31
42,81,-10,75,61,34,92,98,95
161,31,5,11,17,31,25,23,29
180,21,6,13,12,6,24,26,27
285,16,16,5,8,35,5,8,7
115,58,4,39,31,11,62,52,44
188,27,9,17,11,33,31,20,34
81,70,-2,57,43,20,71,61,71
149,69,-7,44,35,6,82,84,60
4,82,-7,79,63,34,96,95,86
208,72,18,5,88,23,64,32,96
262,5,12,6,7,37,5,15,4
186,31,7,19,11,7,18,39,20
165,33,8,18,14,5,19,25,36
96,78,-5,51,50,20,76,72,61
197,35,9,14,12,33,39,39,23
89,61,14,75,10,21,93,22,18
68,69,-5,58,51,21,70,70,62
122,50,1,32,23,29,50,43,54
183,37,5,12,15,9,16,34,26
285,2,14,6,6,-5,5,14,1
161,32,5,17,14,6,32,33,34
139,44,0,35,21,11,56,46,52
72,71,-5,56,49,18,72,71,79
115,43,3,38,32,11,60,44,59
30,93,-7,66,71,30,90,89,98
91,59,-4,43,7,31,39,82,80
85,72,-2,47,48,20,75,78,70
162,25,9,13,12,34,18,36,20
186,21,9,13,10,7,39,29,34
58,77,-5,51,54,22,79,68,72
3,92,-7,71,72,33,91,85,90
77,44,-5,34,13,31,76,65,14
155,31,7,12,10,33,30,21,21
163,24,6,10,12,31,31,26,20
66,67,-5,55,49,16,71,68,76
43,46,10,73,45,-3,41,28,1
295,0,18,8,5,0,5,16,2
207,8,16,6,8,3,6,14,8
111,49,1,22,31,28,44,44,45
30,10,12,1,26,19,6,25,57
147,56,3,24,31,11,65,55,46
163,36,7,13,14,7,36,30,35
54,73,-5,59,44,23,71,71,64
89,64,-2,56,52,15,72,68,76
85,77,-2,57,49,15,71,60,63
80,66,-3,40,43,20,74,60,74
65,67,-3,47,58,16,79,66,68
77,64,-3,42,51,24,79,63,68
259,16,11,6,8,39,5,5,18
186,26,8,17,15,5,31,29,35
2,89,-8,68,79,34,96,93,88
244,12,10,5,7,39,6,15,11
172,82,-6,31,43,-15,91,12,76
140,57,0,27,33,13,65,57,59
168,12,0,44,88,37,46,67,26
228,2,15,6,9,0,12,11,7
147,44,4,39,37,27,66,48,55
109,63,-3,55,59,-6,43,32,48
19,83,-10,65,75,30,95,81,87
0,81,-7,75,60,31,91,87,90
154,35,7,15,16,30,30,24,39
197,32,6,18,16,7,33,22,26
42,98,-9,71,60,32,93,96,84
91,63,-1,41,41,15,72,68,72
259,7,16,9,6,36,12,15,0
178,30,7,13,19,32,24,33,31
72,65,-3,47,41,18,78,66,69
66,17,4,33,7,24,87,46,40
191,35,7,14,16,8,35,26,32
78,77,-3,52,54,23,72,62,63
183,38,7,14,12,30,15,27,29
116,46,0,33,30,26,65,53,46
17,80,-7,70,71,33,93,95,83
226,8,19,6,5,4,12,12,15
56,7,15,61,28,-6,21,70,5
35,81,-6,71,66,31,90,88,96
299,16,10,8,5,2,7,10,18
94,78,-4,40,55,20,78,77,70
253,69,6,50,18,26,39,50,25
81,63,-1,51,49,18,76,62,73
276,7,18,8,5,35,7,19,15
12,84,-8,69,79,34,98,93,97
183,23,5,14,13,7,31,20,35
91,66,-1,50,53,22,70,67,71
257,16,16,6,6,38,12,10,19
134,48,1,21,28,10,47,56,40
136,46,4,27,36,27,62,49,49
278,73,8,46,68,31,91,34,24
204,13,12,9,6,1,8,8,1
20,89,-7,72,79,30,96,86,83
1,99,-6,63,71,33,91,80,80
167,33,7,18,14,33,19,30,39
208,15,4,51,68,39,9,24,78
123,56,3,21,39,28,66,53,42
89,75,-3,53,42,22,71,69,65
95,38,16,69,0,31,27,43,56
179,30,6,11,14,30,21,36,39
4,92,-10,69,60,32,91,91,82
177,31,7,19,12,34,17,34,35
53,60,-3,55,57,16,71,65,78
168,31,9,19,14,5,16,21,25
68,74,-5,50,56,19,70,61,68
139,56,1,31,36,14,59,43,49
264,16,10,8,8,-1,10,7,8
97,78,-2,41,58,15,72,64,77
148,46,2,24,30,27,65,44,44
180,26,7,13,15,30,15,24,20
257,11,14,8,9,1,8,19,18
66,76,-2,42,50,21,74,64,75
48,96,-9,79,71,31,92,96,84
23,90,-6,61,66,33,93,87,99
181,36,-2,55,58,5,6,65,57
244,7,15,5,8,-1,7,17,16
49,82,-7,60,60,34,92,90,84
192,25,8,14,10,5,22,24,38
196,28,9,10,12,7,28,37,24
175,23,5,19,19,9,30,32,26
104,51,4,21,38,27,43,43,50
202,0,19,6,8,39,10,16,0
296,16,12,9,7,1,13,19,5
40,85,-10,72,61,34,91,83,94
83,74,-2,47,52,17,70,70,79
41,86,-9,68,66,30,97,91,81
237,18,19,6,7,38,6,11,0
29,43,10,9,86,36,53,15,65
102,41,3,24,20,25,58,41,51
13,86,-7,75,76,34,96,93,86
24,82,-7,73,61,32,97,86,90
87,66,-4,51,55,23,78,74,64
123,50,3,29,35,13,63,47,43
184,35,9,13,16,6,26,30,32
65,66,-3,45,40,21,76,76,61
61,75,-2,45,42,15,79,73,70
60,61,-4,56,55,24,77,60,70
67,66,-2,53,42,19,79,79,63
205,5,15,7,6,36,8,5,13
2,82,-7,71,64,33,96,86,92
200,71,8,34,81,-11,18,96,29
113,50,4,29,23,12,45,46,44
121,50,4,34,23,12,58,54,43
38,80,16,43,8,21,78,40,91
277,2,18,8,9,-1,13,11,14
48,98,-7,66,78,30,98,95,94
145,56,1,33,21,13,61,50,40
32,95,-6,62,71,32,92,80,82
81,94,19,38,98,2,63,21,13
159,25,9,12,13,33,18,38,22
10,91,-10,61,67,31,94,83,89
68,68,-1,49,59,23,78,78,66
128,49,3,29,27,10,52,48,49
140,91,19,57,19,12,76,65,38
93,77,-4,50,43,16,70,66,65
69,70,-4,44,44,22,74,71,77
17,95,-6,72,78,34,92,87,91
170,30,-2,44,65,-8,75,61,79
202,1,19,8,5,39,12,6,12
123,46,3,34,24,26,65,55,47
6,81,-10,67,74,32,91,96,95
87,77,-1,42,44,15,72,78,71
173,21,7,18,14,32,32,35,38
126,45,3,30,36,14,59,41,45
179,29,6,11,12,30,21,23,37
137,53,1,26,29,25,62,58,55
297,11,-4,17,65,-6,83,98,16
86,72,-5,47,59,22,76,71,61
58,68,-1,40,58,21,77,74,68
229,5,13,6,6,39,10,8,12
76,73,-2,56,57,24,72,61,60
198,20,-1,25,13,21,62,25,81
18,90,-9,70,70,34,92,91,82
148,80,12,79,69,-8,29,86,88
219,6,13,5,5,36,12,5,10
164,26,8,10,16,34,21,33,34
78,69,-5,43,45,16,76,77,69
130,42,2,36,26,12,65,53,56
25,87,-6,72,64,30,93,97,94
82,77,-1,44,43,23,77,68,78
80,68,-4,44,45,19,78,60,66
76,71,-4,49,52,22,74,67,67
146,55,3,38,34,28,41,41,58
16,96,-10,60,67,32,95,82,84
202,12,17,6,8,35,9,13,16
96,69,-5,48,45,17,78,66,76
238,9,16,5,6,-5,13,14,9
270,0,16,6,9,3,5,6,8
123,40,2,37,37,14,69,55,52
79,64,-3,47,55,24,70,79,76
137,54,2,20,24,26,62,53,46
56,75,-2,50,48,17,72,67,64
162,36,5,16,19,8,39,26,37
165,21,6,16,10,32,17,25,28
288,0,17,7,7,-5,12,7,2
79,78,-4,59,40,15,78,61,64
133,57,4,21,28,29,41,48,40
113,56,0,23,33,12,65,42,53
63,70,-1,49,43,17,75,66,64
36,84,-9,65,74,34,99,86,84
219,8,13,9,5,1,13,16,18
53,77,-2,54,53,16,70,67,69
15,90,-9,79,63,33,96,81,98
237,3,11,9,6,35,14,19,6
139,57,4,26,36,28,47,52,43
53,71,-4,59,58,23,77,62,66
141,53,0,23,23,13,47,41,48
90,60,-4,57,55,15,77,75,77
112,48,1,32,27,13,50,50,52
92,74,-1,56,48,23,79,77,72
177,37,8,10,11,30,27,39,39
57,67,-4,52,48,21,74,68,74
49,85,-9,79,74,34,93,82,84
271,1,11,16,29,23,17,97,93
291,1,18,9,5,38,8,10,9
36,59,5,76,27,-11,81,85,39
74,70,-1,41,46,18,73,67,79
112,45,4,23,38,29,43,56,40
62,60,-5,59,50,19,74,71,64
48,54,15,71,51,20,11,50,45
166,33,7,14,10,7,31,38,20
81,70,-2,47,43,15,72,62,77
176,22,6,12,17,34,37,35,35
78,75,-1,52,53,17,75,77,78
267,64,0,41,61,35,15,47,94
89,93,2,76,65,21,53,70,35
99,62,-2,43,46,23,77,60,76
92,74,-1,59,45,15,79,66,76
255,16,17,7,8,35,8,14,11
271,2,13,7,7,38,9,5,3
204,15,17,6,5,-2,12,16,17
144,51,2,26,23,27,40,42,52
204,16,13,7,6,-2,5,11,17
148,56,2,29,24,11,68,52,45
78,56,6,25,17,16,90,42,80
200,9,14,47,19,23,64,70,64
147,49,1,38,20,29,65,49,41
157,35,8,13,15,5,19,37,34
246,7,19,5,5,35,7,15,11
153,28,9,11,11,33,27,34,31
7,64,14,66,87,7,63,76,53
288,66,19,75,28,-13,94,61,29
72,60,-2,45,54,16,79,73,79
146,54,0,34,36,10,63,43,51
270,8,13,7,8,2,14,18,11
127,51,0,25,20,14,64,53,44
141,42,2,28,24,10,58,49,51
263,15,3,75,86,-1,96,70,31
207,11,16,8,5,-1,9,15,9
146,58,1,34,39,26,45,49,46
115,40,0,31,29,14,51,57,49
26,89,-9,78,66,32,91,99,87
75,72,-1,45,48,22,76,69,69
233,12,17,6,8,4,9,16,15
94,74,-4,57,59,18,76,63,75
76,68,-4,41,42,23,78,78,72
5,79,13,47,93,29,17,73,24
197,33,8,15,12,30,26,34,35
128,40,3,29,26,26,49,43,51
194,38,5,16,13,9,38,20,36
41,96,-9,76,75,31,95,99,85
44,80,-6,66,64,34,96,82,91
61,69,-5,56,43,23,78,64,65
19,87,-10,66,60,34,96,98,98
134,50,0,29,33,27,66,41,48
31,25,14,74,22,18,61,56,86
52,63,-4,46,52,15,76,60,70
202,18,12,9,7,-4,14,13,1
17,99,-10,74,70,30,95,92,80
292,11,13,8,6,35,7,13,3
133,56,4,28,25,12,52,42,46
253,23,-9,29,81,3,35,64,59
120,51,4,21,35,12,60,52,56
182,22,7,18,16,32,30,23,20
194,37,6,15,16,31,16,29,34
146,55,3,29,36,12,69,57,59
186,38,7,14,11,7,36,32,34
65,64,-2,49,46,15,70,66,71
188,22,9,16,14,31,36,27,36
171,23,8,17,11,34,35,35,21
109,53,4,21,22,14,57,42,49
63,78,-1,57,53,23,73,79,79
104,47,3,22,22,27,68,57,58
64,69,-4,53,48,17,74,67,75
88,76,-2,59,50,15,73,65,60
58,61,-2,51,45,20,73,76,72
176,35,8,15,14,6,21,32,39
105,52,0,29,20,27,69,57,51
76,74,-4,55,46,15,76,66,73
268,2,10,6,5,2,11,19,7
287,5,5,37,16,-6,31,58,49
149,42,4,39,34,26,67,53,41
46,89,-9,78,60,34,99,89,81
259,11,16,6,5,4,13,14,12
40,82,-8,68,62,30,91,91,89
107,51,-5,54,99,22,79,37,61
296,17,16,9,9,38,12,13,18
123,37,-4,49,62,21,67,66,98
213,9,10,5,9,37,7,12,4
114,50,0,35,24,10,59,49,57
13,83,-9,74,75,30,92,98,96
147,24,-5,62,35,-14,26,20,17
138,54,0,33,37,26,56,57,44
229,13,10,5,5,-1,5,11,10
171,30,7,18,10,31,35,31,34
73,76,-5,54,48,18,77,62,78
132,40,3,29,28,13,67,45,55
269,17,19,5,7,38,6,5,10
163,37,9,13,11,5,23,25,30
37,82,-6,64,64,31,99,98,96
236,15,17,9,7,35,8,6,13
138,93,-7,68,0,11,96,67,28
38,8,-8,76,78,2,10,95,22
162,30,8,14,10,33,23,33,31
170,32,7,19,16,31,29,25,24
131,19,7,35,31,12,81,5,59
116,56,2,27,25,29,68,48,43
10,97,15,17,84,20,56,50,43
199,27,7,14,10,34,30,25,27
62,74,-4,49,58,15,77,69,61
164,23,9,17,12,7,28,39,36
176,76,-10,0,20,32,59,10,91
106,44,1,28,33,28,43,54,47
66,60,-3,44,46,17,75,64,76
220,9,17,7,6,-1,10,9,7
38,3,19,29,21,-5,70,16,93
71,53,19,33,70,20,22,42,58
9,89,-7,68,60,34,93,87,90
96,69,-5,53,47,23,79,75,72
132,43,4,26,32,27,68,43,52
190,33,7,15,10,5,39,36,20
162,32,9,19,16,5,28,35,34
240,4,11,8,7,-1,14,6,5
16,97,-9,75,79,34,91,96,88
147,41,4,32,23,11,52,49,48
33,89,-9,70,65,33,97,91,90
172,37,5,14,15,8,16,33,23
44,84,-7,67,60,33,96,90,86
132,41,3,30,22,25,69,51,54
210,0,19,9,5,-3,13,9,8
276,0,14,5,9,35,14,19,6
105,41,1,32,26,11,52,55,53
109,54,1,20,29,11,51,47,44
130,40,0,30,29,12,53,49,54
63,41,19,28,18,30,15,54,70
206,3,12,69,87,4,88,80,32
35,99,-9,65,62,34,94,83,87
36,95,-9,68,66,33,93,97,83
152,26,7,12,11,32,22,25,20
190,28,7,12,11,34,35,24,39
143,71,-10,4,2,-15,8,68,97
189,46,2,60,31,14,17,5,33
168,36,7,18,18,31,33,34,24
100,66,-2,60,52,2,47,39,62
32,96,-6,68,65,32,92,86,88
65,66,-5,58,55,21,76,77,79
108,53,1,35,28,11,49,55,43
157,33,9,17,19,5,32,21,24
217,11,15,8,9,37,13,8,5
153,20,5,12,14,34,33,31,35
247,3,11,9,8,37,10,12,2
101,51,4,29,34,27,52,48,48
127,44,2,22,31,14,52,49,43
48,83,-9,71,69,30,90,86,95
180,90,7,67,64,34,5,62,25
242,1,12,6,5,-1,9,16,10
242,2,18,7,5,39,10,17,19
271,17,19,6,5,-2,5,8,17
291,17,18,6,9,2,7,10,3
21,90,-10,66,71,32,96,86,89
147,81,4,65,73,39,49,51,62
33,97,-6,68,78,34,90,86,94
29,88,-9,64,65,34,98,80,86
230,7,11,7,6,2,10,10,11
75,70,-2,46,53,15,77,63,71
115,53,0,24,25,10,50,55,51
76,25,11,65,37,23,94,50,14
13,98,-8,61,68,34,92,90,93
124,58,3,37,39,27,50,53,57
127,55,3,28,30,11,60,40,57
145,52,0,39,24,14,67,56,48
26,95,-7,68,70,31,94,80,97
173,29,7,18,18,9,15,36,21
89,28,8,48,42,12,96,76,86
193,36,6,10,13,6,25,26,21
98,68,-9,76,57,-2,79,46,37
136,55,3,24,24,11,56,48,58
46,80,-10,73,64,32,91,87,90
42,91,-7,60,63,32,98,89,83
137,52,4,28,20,13,42,41,47
71,62,-1,47,55,19,72,75,68
25,74,-3,39,42,6,24,12,28
145,43,0,28,23,27,40,49,43
162,78,-6,59,45,34,52,10,88
178,33,1,14,77,-10,54,36,66
264,1,15,6,6,-4,7,19,1
182,26,5,12,13,33,35,22,22
42,86,-9,64,70,30,91,80,98
178,84,-8,44,7,7,20,81,66
19,96,-10,71,78,30,96,81,88
29,99,-9,79,68,33,97,88,92
170,32,8,11,19,8,37,27,37
122,59,-5,39,35,34,41,83,91
144,51,4,27,20,13,60,50,42
212,9,16,5,9,4,8,12,12
280,0,19,6,8,35,6,5,0
158,31,6,13,14,34,29,35,29
19,84,-8,71,60,34,98,88,83
158,29,5,10,18,7,25,31,29
92,76,-4,56,55,21,75,79,65
294,8,11,9,9,35,5,11,6
136,52,2,29,24,10,51,41,46
116,44,2,39,25,12,64,44,42
26,82,-6,72,76,32,93,90,98
127,48,1,36,21,10,63,42,47
103,50,-4,50,69,-10,71,11,50
23,98,-7,77,79,32,98,97,95
180,20,9,13,19,6,20,26,33
294,67,16,61,12,29,85,10,82
171,31,9,10,14,31,34,26,31
127,53,18,19,28,8,86,67,73
146,44,3,33,29,25,49,46,55
3,91,-6,61,78,32,93,83,90
119,54,4,34,39,25,67,41,52
139,49,1,38,26,27,52,52,57
109,41,2,20,26,25,42,59,59
93,68,-5,44,56,15,70,78,66
227,38,5,21,84,38,25,76,15
69,60,-1,55,45,19,72,78,71
268,97,8,57,33,19,7,63,69
174,21,7,17,16,7,17,36,33
148,48,3,32,36,25,56,40,47
209,90,-9,16,42,28,55,58,23
159,22,5,16,19,30,24,28,34
9,20,3,26,65,25,17,13,35
45,94,-7,76,68,33,91,84,92
34,90,-6,64,76,31,95,86,89
88,61,-1,53,43,20,76,77,72
46,84,-8,77,72,32,91,98,94
26,89,-7,75,74,32,96,99,82
29,84,-10,75,78,30,95,83,86
21,29,-5,50,53,-8,31,31,97
247,91,6,42,40,26,54,88,39
173,27,9,13,12,9,23,25,21
134,43,0,22,32,10,46,54,50
52,76,-5,48,50,24,79,62,77
133,45,2,35,27,28,40,55,48
192,21,7,17,16,9,16,25,28
77,77,-2,58,54,18,76,72,62
262,15,10,8,8,-3,11,16,18
188,24,8,11,15,7,30,35,20
88,72,-1,54,48,18,74,61,70
132,54,3,36,20,13,61,55,48
54,65,-4,44,42,15,73,79,61
65,73,-3,49,50,21,72,65,73
239,16,16,6,8,35,5,17,19
278,42,-5,68,42,9,22,66,12
187,26,5,11,16,32,27,21,26
290,10,16,9,6,4,8,6,2
135,52,0,36,32,25,45,56,55
170,24,5,17,17,31,34,35,37
19,56,-9,49,79,9,16,75,38
130,45,2,23,20,29,62,46,42
41,94,-6,79,65,30,99,86,96
242,6,19,5,8,35,13,8,6
69,63,-2,47,52,18,78,68,77
56,64,-4,48,53,18,73,74,67
187,20,8,10,13,30,23,39,38
230,15,14,7,6,-5,8,11,14
20,70,-8,46,83,3,39,72,68
257,15,12,6,6,36,9,9,6
265,13,17,7,6,35,13,17,5
88,64,-5,55,41,15,77,78,70
197,34,9,14,11,7,33,26,25
229,10,13,6,8,0,7,5,11
230,11,13,9,5,-2,7,12,13
186,32,8,27,51,33,41,30,98
61,70,-1,52,46,15,71,71,69
176,32,7,18,17,32,29,38,36
147,40,0,21,39,14,55,58,40
127,17,14,53,57,-13,50,28,31
36,48,-2,16,87,5,55,63,38
57,72,-1,56,42,16,70,66,60
99,76,-3,56,41,21,75,64,60
59,61,-2,43,43,21,72,72,78
214,9,12,5,7,37,7,9,6
45,82,-7,60,79,34,94,80,82
12,94,-7,72,79,34,97,84,94
208,17,14,5,9,39,10,19,1
63,68,-2,43,49,16,79,71,76
26,80,-7,61,69,34,99,80,85
109,46,2,38,25,28,54,54,59
261,7,15,7,7,38,6,5,12
226,9,14,7,7,-1,12,10,3
114,56,3,37,27,13,41,45,49
6,91,-9,73,72,33,96,98,81
286,81,0,6,0,-2,56,10,9
115,56,0,36,30,10,65,53,59
4,97,-7,71,76,34,91,92,86
189,24,6,11,15,5,36,31,21
138,56,2,21,39,13,65,43,44
206,11,17,9,7,-5,8,5,7
83,61,-1,49,59,15,70,64,75
133,56,4,34,22,28,46,50,49
156,37,9,11,12,7,36,29,38
192,25,5,12,12,6,21,28,39
218,17,14,6,9,35,14,5,16
52,63,-3,41,51,19,75,72,63
27,98,-6,79,62,34,98,85,81
175,21,5,18,18,33,16,22,24
258,12,15,9,9,4,9,15,9
27,87,-9,72,67,33,93,84,80
160,23,5,19,15,30,24,37,37
44,84,-6,69,69,32,96,94,86
195,33,5,18,17,32,26,20,30
170,25,7,18,14,34,39,27,35
193,24,9,18,12,7,29,26,26
254,2,11,8,5,0,9,18,16
194,27,7,12,10,7,19,34,33
80,70,-4,51,51,18,71,66,60
28,94,-8,78,69,33,92,85,91
132,55,2,32,32,29,55,50,44
294,9,11,9,9,0,13,18,14
183,27,9,10,17,5,24,21,28
135,47,2,33,32,14,41,52,58
231,20,8,37,19,13,55,8,54
292,17,16,6,7,1,14,13,19
210,11,14,8,7,38,9,11,8
147,46,16,14,69,31,82,79,8
214,14,14,5,7,2,6,15,17
139,40,1,35,20,25,45,41,56
64,76,-1,43,57,22,73,74,70
3,87,-8,69,61,32,98,89,93
37,83,-10,77,78,30,97,92,94
229,6,18,5,7,-1,7,5,14
49,82,-9,60,70,31,96,89,97
39,97,-7,60,61,30,90,88,92
163,23,9,15,17,8,29,20,22
144,50,7,37,23,35,14,76,20
45,95,-7,67,62,30,92,80,81
225,85,-8,75,91,14,94,25,27
24,15,11,72,0,26,23,38,79
259,6,14,8,6,-2,11,7,1
144,51,0,30,27,13,46,41,50
49,94,-9,69,71,30,97,90,82
8,39,-9,24,72,38,26,8,25
166,30,9,11,15,7,20,25,33
36,95,-8,64,70,32,99,84,84
68,69,-4,40,43,20,73,77,70
87,65,-2,57,40,20,79,78,73
106,42,2,27,29,28,54,54,40
213,69,-8,21,64,4,26,15,76
265,2,14,7,5,39,14,11,13
28,90,-9,77,76,30,93,88,96
29,82,-8,76,66,32,99,93,96
206,57,-8,2,79,-11,89,14,82
80,66,-2,46,48,15,79,65,65
68,75,-2,47,52,24,70,76,64
145,58,2,36,24,13,60,47,53
15,82,-7,63,78,31,92,98,99
89,78,-3,56,52,19,79,61,69
55,61,-4,40,46,21,70,75,62
80,60,-1,59,46,21,75,66,73
153,32,6,13,11,9,39,35,20
154,20,5,12,14,34,23,21,37
185,38,7,13,17,30,38,39,30
155,35,6,11,15,34,30,32,24
69,62,-1,53,53,19,77,68,60
155,30,9,19,18,32,37,29,29
46,90,-6,75,62,33,92,80,94
184,35,7,14,10,30,31,21,38
80,77,-2,59,48,18,77,68,72
155,35,5,16,10,30,16,32,33
21,97,-10,77,76,33,96,83,91
96,65,-5,44,57,15,72,60,60
213,14,18,5,8,-1,6,15,8
165,26,7,15,10,6,21,36,21
78,70,-5,49,50,17,75,79,71
57,68,-1,57,44,19,73,61,75
55,62,-2,59,43,24,76,75,66
118,46,3,24,35,27,65,57,53
191,38,7,14,11,8,26,26,33
169,25,8,16,12,30,39,35,34
96,75,-1,48,40,23,70,72,64
90,61,-2,47,46,16,79,61,62
164,34,7,10,14,32,31,38,33
129,35,7,70,12,-1,93,91,59
152,32,8,11,13,8,25,34,30
288,10,11,5,8,-2,12,8,18
10,90,-6,72,66,30,91,91,89
138,47,1,22,33,26,51,45,51
234,32,6,74,76,34,15,99,27
51,71,-1,42,40,18,77,62,69
187,25,7,18,19,33,21,27,32
9,86,-10,79,65,32,94,89,88
267,8,11,6,8,1,14,8,7
137,43,2,28,31,12,53,55,40
132,43,1,23,36,28,61,56,49
265,18,15,6,6,-5,5,17,4
39,99,-6,77,69,32,90,98,84
3,96,-9,79,65,30,91,97,90
282,1,15,7,9,3,8,5,3
174,23,7,15,14,31,38,31,25
156,34,9,19,14,31,19,29,24
212,6,11,7,5,-1,5,12,16
185,34,7,13,17,8,26,27,25
249,4,13,6,7,38,11,14,17
36,86,-9,71,75,33,98,94,84
114,43,3,36,26,10,42,52,54
26,88,-9,69,72,32,96,96,99
99,81,4,50,12,3,53,74,55
178,28,7,17,18,7,37,20,33
236,18,10,6,8,3,14,10,15
147,43,2,37,22,27,47,57,49
31,85,-7,62,62,34,95,81,95
128,47,4,28,26,10,42,52,56
76,72,-2,59,49,22,78,68,64
162,26,6,17,15,33,23,26,34
52,65,-2,51,44,21,74,74,71
244,1,17,7,5,39,12,11,13
110,48,0,27,29,25,41,45,44
202,11,11,5,7,-4,11,18,19
173,88,0,71,7,17,75,68,20
195,37,6,15,13,34,24,22,38
46,90,-6,64,60,33,90,83,94
36,89,-7,64,62,33,91,88,96
213,17,15,9,5,-1,11,17,9
8,83,-10,75,74,32,98,99,84
215,7,16,8,5,2,9,17,17
169,37,6,10,17,7,15,23,24
120,57,4,23,32,25,67,42,55
156,34,6,17,13,34,24,31,33
51,62,-2,52,45,16,74,75,74
249,12,11,9,9,37,11,7,2
15,87,-10,75,69,31,91,88,96
94,76,-3,49,42,18,71,72,71
195,27,8,13,14,30,31,21,27
196,30,6,12,11,8,17,30,25
277,97,13,40,92,-12,73,15,55
33,94,-10,78,79,30,92,84,90
177,25,7,17,14,31,34,23,29
69,46,12,67,90,2,25,96,98
253,0,16,5,9,37,14,15,14
97,97,17,76,78,7,48,94,3
201,2,15,8,5,1,13,14,18
180,32,8,14,19,9,18,26,29
61,66,-1,43,51,21,75,73,71
0,92,-7,67,78,34,91,84,89
70,72,-5,43,40,15,70,67,77
175,30,5,14,16,34,22,38,39
55,77,-5,59,50,16,77,71,65
290,0,9,69,36,-15,55,5,90
163,32,6,11,10,33,34,32,36
8,92,-10,75,77,32,97,96,94
9,90,-8,75,76,32,99,95,87
26,89,-8,77,65,32,94,89,84
225,12,14,6,9,-4,8,13,14
192,91,6,77,84,14,89,53,8
143,52,4,25,20,11,61,48,54
36,85,-7,77,60,30,99,98,93
22,82,-6,63,69,34,94,89,91
136,53,2,36,22,13,68,52,54
145,44,4,23,23,28,43,59,57
141,52,3,32,29,25,64,47,55
53,77,-5,45,40,19,79,65,71
59,63,-2,48,52,21,75,69,72
61,75,-1,42,45,16,70,63,74
57,76,-5,42,45,23,71,76,71
168,33,9,14,19,8,31,30,21
10,95,-6,62,65,31,90,83,94
243,8,19,6,8,39,12,11,16
262,12,16,9,6,35,8,15,0
81,74,-4,59,51,15,76,67,64
278,2,12,9,6,35,13,13,6
160,30,5,18,16,8,35,26,31
61,77,-2,48,49,21,70,65,66
140,40,3,31,22,14,59,45,50
53,71,-2,55,53,22,74,76,70
92,98,-3,13,34,32,88,60,48
7,28,5,50,32,-13,64,39,68
69,64,-2,56,56,21,78,76,74
35,92,-7,73,75,34,93,80,92
195,29,8,11,16,32,24,21,32
59,74,-5,44,50,17,71,74,65
5,82,-7,73,68,34,92,81,81
106,56,2,21,22,29,44,40,47
219,14,17,7,9,3,5,18,0
208,4,17,6,8,-5,5,19,13
41,85,-10,69,77,32,95,97,82
214,77,13,54,26,38,97,57,38
27,82,-9,63,77,31,90,92,83
110,58,1,38,31,25,54,56,53
32,85,-8,75,67,33,90,95,88
184,30,7,16,15,7,19,23,34
54,65,-2,48,54,23,77,73,72
116,51,0,29,26,13,44,40,56
218,5,12,7,5,1,9,16,9
44,92,-10,79,64,34,90,88,81
91,68,-3,57,50,20,70,73,79
89,65,-1,59,42,22,75,74,63
219,15,13,6,8,0,5,18,14
88,65,-4,51,52,24,74,75,70
246,16,18,5,6,2,7,10,18
270,7,18,6,5,4,13,17,14
292,9,14,6,8,36,11,12,15
116,92,15,24,11,-11,52,41,78
265,10,19,6,6,-5,14,12,14
177,27,6,18,14,6,27,36,33
283,4,10,9,9,2,13,11,10
221,9,16,6,9,-5,9,14,17
0,2,2,61,62,33,29,60,32
206,1,12,5,7,38,12,8,2
274,28,-1,59,17,12,39,47,94
153,35,5,14,12,34,24,32,23
146,42,3,29,28,27,55,49,56
183,24,6,19,15,9,18,21,39
74,61,-2,50,48,15,70,61,65
107,42,0,20,35,28,66,58,53
65,41,2,61,56,37,10,32,27
53,60,-5,58,44,19,72,71,75
23,89,-8,63,75,32,90,98,94
130,43,2,36,37,10,57,56,51
42,82,-3,71,41,10,30,27,42
95,61,-3,44,50,21,76,71,66
85,65,-2,57,48,15,73,76,72
211,9,12,8,9,36,6,18,17
151,21,8,18,11,6,36,26,25
9,85,14,16,67,32,56,29,20
156,94,-7,19,46,27,13,81,78
37,99,-10,78,63,33,93,91,92
99,65,-4,56,45,16,75,69,77
218,48,1,70,2,-6,93,39,79
163,94,3,64,79,38,56,7,98
49,64,-8,31,35,-3,74,62,13
174,21,8,11,19,6,19,30,20
103,40,4,33,32,12,43,46,49
18,90,-9,64,64,32,94,91,97
152,29,5,16,16,30,30,21,39
190,31,7,17,17,33,24,26,36
6,82,-9,61,62,31,97,89,85
141,46,0,32,37,29,52,43,41
72,76,-2,53,49,22,78,62,74
168,33,8,11,19,5,16,20,23
118,45,4,20,32,13,66,40,54
75,78,-3,51,44,21,75,66,72
0,94,-6,65,78,31,95,92,80
18,80,-6,75,65,34,92,98,91
137,44,2,25,26,27,69,52,41
103,52,1,23,37,29,64,55,40
127,53,2,33,29,10,48,45,50
181,86,14,0,62,38,59,44,14
137,55,1,36,30,25,55,41,43
64,99,-1,63,42,1,63,27,6
